	DATE	WEEKDAY	MONTH	SEASON	MATCHDAY_x	HOME_TEAM	PLACE_HOME_TEAM	AWAY_TEAM	PLACE_AWAY_TEAM	WIN_PERC_HOME	REMIS_PERC	WIN_PERC_AWAY	HOME_GOALS	AWAY_GOALS	RESULT	REFEREE	WEATHER_STATION	MIN_TEMP_C	MAX_TEMP_C	SNOW_HEIGHT_cm	RAIN_l/m2	SUNSHINE_DURATION_h	MATCHDAY_y
1003	1967-03-11	5	3	1966	25	Bor. Dortmund	8	1860 München	4				1.0	1.0	DRAW	Klaus Ohmsen							
1004	1967-03-11	5	3	1966	25	Meidericher SV	12	E. Frankfurt	2				0.0	0.0	DRAW	Erwin Sturm							
1005	1967-03-11	5	3	1966	25	Bayern München	3	Werder Bremen	11				1.0	0.0	HOME_WIN	Hans Radermacher							
1006	1967-03-11	5	3	1966	25	Hamburger SV	7	1.FC Köln	9				1.0	3.0	AWAY_WIN	Heinz Siebert							
1007	1967-03-11	5	3	1966	25	Karlsruher SC	18	Bor. M'gladbach	5				3.0	3.0	DRAW	Oswald Fritz							
1008	1967-03-11	5	3	1966	25	Hannover 96	6	RW Essen	17				1.0	0.0	HOME_WIN	Ewald Regely							
1009	1967-03-11	5	3	1966	25	F. Düsseldorf	14	1.FC Nürnberg	16				2.0	2.0	DRAW	Edgar Deuschel							
1010	1967-03-11	5	3	1966	25	FC Schalke 04	13	VfB Stuttgart	15				2.0	0.0	HOME_WIN	Gerhard Schulenburg							
1011	1967-03-18	5	3	1966	26	E. Braunschweig	1	Hamburger SV	9				2.0	0.0	HOME_WIN	Johannes Malka							
1012	1967-03-18	5	3	1966	26	1860 München	4	Bayern München	3				1.0	0.0	HOME_WIN	Willi Thier							
1013	1967-03-18	5	3	1966	26	1.FC Köln	8	Bor. Dortmund	7				1.0	1.0	DRAW	Karl Riegg							
1014	1967-03-18	5	3	1966	26	E. Frankfurt	2	Bor. M'gladbach	6				1.0	0.0	HOME_WIN	Horst Herden							
1015	1967-03-18	5	3	1966	26	VfB Stuttgart	16	1.FC K'lautern	10				0.0	1.0	AWAY_WIN	Dr. Gerd Siepe							
1016	1967-03-18	5	3	1966	26	1.FC Nürnberg	15	Hannover 96	5				1.0	1.0	DRAW	Günther Baumgärtl							
1017	1967-03-18	5	3	1966	26	Meidericher SV	13	FC Schalke 04	11				3.0	0.0	HOME_WIN	Rudolf Kreitlein							
1018	1967-03-18	5	3	1966	26	RW Essen	18	Karlsruher SC	17				3.0	1.0	HOME_WIN	Alfred Ott							
1019	1967-03-18	5	3	1966	26	Werder Bremen	12	F. Düsseldorf	14				1.0	0.0	HOME_WIN	Alfons Betz							
1020	1967-04-01	5	4	1966	27	Bor. Dortmund	8	E. Braunschweig	1				0.0	0.0	DRAW	Rudolf Kreitlein							
1021	1967-04-01	5	4	1966	27	F. Düsseldorf	15	1860 München	3				0.0	1.0	AWAY_WIN	Walter Horstmann							
1022	1967-04-01	5	4	1966	27	FC Schalke 04	13	E. Frankfurt	2				1.0	1.0	DRAW	Alfred Ott							
1023	1967-04-01	5	4	1966	27	1.FC K'lautern	6	Meidericher SV	12				0.0	0.0	DRAW	Rudolf Schreiner							
1024	1967-04-01	5	4	1966	27	Bayern München	4	1.FC Köln	9				2.0	0.0	HOME_WIN	Helmut Fritz							
1025	1967-04-01	5	4	1966	27	Bor. M'gladbach	7	RW Essen	16				4.0	3.0	HOME_WIN	Kurt Tschenscher							
1026	1967-04-01	5	4	1966	27	Hannover 96	5	Werder Bremen	11				2.0	1.0	HOME_WIN	Karl Niemeyer							
1027	1967-04-01	5	4	1966	27	Karlsruher SC	18	1.FC Nürnberg	14				0.0	1.0	AWAY_WIN	Klaus Ohmsen							
1028	1967-04-01	5	4	1966	27	Hamburger SV	10	VfB Stuttgart	17				1.0	1.0	DRAW	Gerd Hennig							
1029	1967-04-15	5	4	1966	28	E. Braunschweig	1	Bayern München	4				5.0	2.0	HOME_WIN	Dr. Gerd Siepe							
1030	1967-04-15	5	4	1966	28	1860 München	3	Hannover 96	5				3.0	0.0	HOME_WIN	Hans Radermacher							
1031	1967-04-15	5	4	1966	28	VfB Stuttgart	17	Bor. Dortmund	8				1.0	0.0	HOME_WIN	Ferdinand Biwersi							
1032	1967-04-15	5	4	1966	28	E. Frankfurt	2	RW Essen	16				5.0	0.0	HOME_WIN	Wolfgang Link							
1033	1967-04-15	5	4	1966	28	FC Schalke 04	13	1.FC K'lautern	7				0.0	3.0	AWAY_WIN	Franz Wengenmayer							
1034	1967-04-15	5	4	1966	28	1.FC Köln	9	F. Düsseldorf	15				2.0	0.0	HOME_WIN	Max Spinnler							
1035	1967-04-15	5	4	1966	28	1.FC Nürnberg	14	Bor. M'gladbach	6				1.0	0.0	HOME_WIN	Rolf Seekamp							
1036	1967-04-15	5	4	1966	28	Meidericher SV	11	Hamburger SV	10				2.0	1.0	HOME_WIN	Kurt Handwerker							
1037	1967-04-15	5	4	1966	28	Werder Bremen	12	Karlsruher SC	18				0.0	3.0	AWAY_WIN	Günther Baumgärtl							
1038	1967-04-22	5	4	1966	29	F. Düsseldorf	17	E. Braunschweig	1				1.0	1.0	DRAW	Heinz Siebert							
1039	1967-04-22	5	4	1966	29	Karlsruher SC	16	1860 München	3				3.0	1.0	HOME_WIN	Karl Niemeyer							
1040	1967-04-22	5	4	1966	29	Bor. Dortmund	9	Meidericher SV	10				4.0	1.0	HOME_WIN	Bruno Schulz							
1041	1967-04-22	5	4	1966	29	1.FC K'lautern	5	E. Frankfurt	2				1.0	1.0	DRAW	Willi Thier							
1042	1967-04-22	5	4	1966	29	Bayern München	4	VfB Stuttgart	15				1.0	1.0	DRAW	Kurt Tschenscher							
1043	1967-04-22	5	4	1966	29	Hannover 96	6	1.FC Köln	8				0.0	1.0	AWAY_WIN	Rudibert Jacobi							
1044	1967-04-22	5	4	1966	29	Bor. M'gladbach	7	Werder Bremen	13				1.0	1.0	DRAW	Karl Riegg							
1045	1967-04-22	5	4	1966	29	RW Essen	18	1.FC Nürnberg	12				1.0	1.0	DRAW	Gerhard Schulenburg							
1046	1967-04-22	5	4	1966	29	Hamburger SV	11	FC Schalke 04	14				1.0	1.0	DRAW	Helmut Fritz							
1047	1967-04-29	5	4	1966	30	VfB Stuttgart	15	F. Düsseldorf	17				3.0	1.0	HOME_WIN	Alfred Ott							
1048	1967-04-29	5	4	1966	30	E. Braunschweig	1	Hannover 96	7				0.0	1.0	AWAY_WIN	Berthold Schmidt							
1049	1967-04-29	5	4	1966	30	1860 München	3	Bor. M'gladbach	8				4.0	3.0	HOME_WIN	Herbert Lutz							
1050	1967-04-29	5	4	1966	30	FC Schalke 04	14	Bor. Dortmund	9				1.0	4.0	AWAY_WIN	Hans Voß							
1051	1967-04-29	5	4	1966	30	E. Frankfurt	2	1.FC Nürnberg	12				1.0	4.0	AWAY_WIN	Fritz Seiler							
1052	1967-04-29	5	4	1966	30	1.FC K'lautern	5	Hamburger SV	11				2.0	1.0	HOME_WIN	Anton Binder							
1053	1967-04-29	5	4	1966	30	Meidericher SV	10	Bayern München	4				0.0	0.0	DRAW	Günter Linn							
1054	1967-04-29	5	4	1966	30	1.FC Köln	6	Karlsruher SC	16				2.0	2.0	DRAW	Gerhard Schulenburg							
1055	1967-04-29	5	4	1966	30	Werder Bremen	13	RW Essen	18				0.0	0.0	DRAW	Rudolf Kreitlein							
1056	1967-05-12	4	5	1966	31	Bor. M'gladbach	9	1.FC Köln	8				3.0	0.0	HOME_WIN	Fritz Seiler							
1057	1967-05-13	5	5	1966	31	Karlsruher SC	16	E. Braunschweig	1				3.0	0.0	HOME_WIN	Hans Radermacher							
1058	1967-05-13	5	5	1966	31	RW Essen	17	1860 München	3				2.0	2.0	DRAW	Klaus Ohmsen							
1059	1967-05-13	5	5	1966	31	Bor. Dortmund	7	1.FC K'lautern	4				2.0	1.0	HOME_WIN	Erich Reil							
1060	1967-05-13	5	5	1966	31	Hamburger SV	12	E. Frankfurt	2				0.0	2.0	AWAY_WIN	Günther Baumgärtl							
1061	1967-05-13	5	5	1966	31	Bayern München	5	FC Schalke 04	15				5.0	0.0	HOME_WIN	Oswald Fritz							
1062	1967-05-13	5	5	1966	31	Hannover 96	6	VfB Stuttgart	14				2.0	2.0	DRAW	Hans-Joachim Weyland							
1063	1967-05-13	5	5	1966	31	1.FC Nürnberg	11	Werder Bremen	13				2.0	1.0	HOME_WIN	Johannes Malka							
1064	1967-05-13	5	5	1966	31	F. Düsseldorf	18	Meidericher SV	10				1.0	5.0	AWAY_WIN	Kurt Tschenscher							
1065	1967-05-20	5	5	1966	32	E. Braunschweig	2	Bor. M'gladbach	8				2.0	1.0	HOME_WIN	Kurt Tschenscher							
1066	1967-05-20	5	5	1966	32	1860 München	3	1.FC Nürnberg	11				1.0	2.0	AWAY_WIN	Hans-Joachim Weyland							
1067	1967-05-20	5	5	1966	32	Bor. Dortmund	5	Hamburger SV	12				7.0	0.0	HOME_WIN	Rudolf Schreiner							
1068	1967-05-20	5	5	1966	32	Werder Bremen	13	E. Frankfurt	1				3.0	0.0	HOME_WIN	Willi Thier							
1069	1967-05-20	5	5	1966	32	1.FC K'lautern	6	Bayern München	4				1.0	0.0	HOME_WIN	Elmar Schäfer							
1070	1967-05-20	5	5	1966	32	1.FC Köln	9	RW Essen	17				2.0	1.0	HOME_WIN	Rudibert Jacobi							
1071	1967-05-20	5	5	1966	32	Meidericher SV	10	Hannover 96	7				3.0	0.0	HOME_WIN	Franz Wengenmayer							
1072	1967-05-20	5	5	1966	32	VfB Stuttgart	14	Karlsruher SC	15				2.0	0.0	HOME_WIN	Alfred Ott							
1073	1967-05-20	5	5	1966	32	FC Schalke 04	16	F. Düsseldorf	18				2.0	1.0	HOME_WIN	Rudolf Kreitlein							
1074	1967-05-27	5	5	1966	33	RW Essen	17	E. Braunschweig	1				0.0	0.0	DRAW	Karl Riegg							
1075	1967-05-27	5	5	1966	33	Werder Bremen	12	1860 München	3				2.0	4.0	AWAY_WIN	Karl Niemeyer							
1076	1967-05-27	5	5	1966	33	E. Frankfurt	2	Bor. Dortmund	4				3.0	3.0	DRAW	Oswald Fritz							
1077	1967-05-27	5	5	1966	33	F. Düsseldorf	18	1.FC K'lautern	5				3.0	1.0	HOME_WIN	Gerhard Schulenburg							
1078	1967-05-27	5	5	1966	33	Bayern München	6	Hamburger SV	14				3.0	1.0	HOME_WIN	Josef Hoffmann							
1079	1967-05-27	5	5	1966	33	1.FC Nürnberg	10	1.FC Köln	7				1.0	1.0	DRAW	Wolfgang Link							
1080	1967-05-27	5	5	1966	33	Bor. M'gladbach	11	VfB Stuttgart	13				1.0	2.0	AWAY_WIN	Ulrich Wolf							
1081	1967-05-27	5	5	1966	33	Hannover 96	8	FC Schalke 04	15				1.0	2.0	AWAY_WIN	Ferdinand Biwersi							
1082	1967-05-27	5	5	1966	33	Karlsruher SC	16	Meidericher SV	9				3.0	0.0	HOME_WIN	Max Spinnler							
1083	1967-06-03	5	6	1966	34	E. Braunschweig	1	1.FC Nürnberg	8				4.0	1.0	HOME_WIN	Ewald Regely							
1084	1967-06-03	5	6	1966	34	1860 München	3	E. Frankfurt	2				2.0	1.0	HOME_WIN	Rudolf Kreitlein							
1085	1967-06-03	5	6	1966	34	Bor. Dortmund	4	Bayern München	5				4.0	0.0	HOME_WIN	Dietrich Basedow							
1086	1967-06-03	5	6	1966	34	1.FC K'lautern	6	Hannover 96	9				1.0	0.0	HOME_WIN	Wilfried Hilker							
1087	1967-06-03	5	6	1966	34	1.FC Köln	7	Werder Bremen	14				4.0	1.0	HOME_WIN	Anton Binder							
1088	1967-06-03	5	6	1966	34	Meidericher SV	10	Bor. M'gladbach	11				1.0	3.0	AWAY_WIN	Karl-Heinz Picker							
1089	1967-06-03	5	6	1966	34	VfB Stuttgart	12	RW Essen	17				1.0	0.0	HOME_WIN	Bruno Schulz							
1090	1967-06-03	5	6	1966	34	FC Schalke 04	13	Karlsruher SC	15				1.0	3.0	AWAY_WIN	Klaus Ohmsen							
1091	1967-06-03	5	6	1966	34	Hamburger SV	16	F. Düsseldorf	18				2.0	1.0	HOME_WIN	Kurt Handwerker							
1092	1967-08-18	4	8	1967	1	MSV Duisburg	7	Bor. Dortmund	14				2.0	2.0	DRAW	Walter Horstmann							
1093	1967-08-19	5	8	1967	1	1.FC Nürnberg	1	Karlsruher SC	18				2.0	0.0	HOME_WIN	Alfred Ott							
1094	1967-08-19	5	8	1967	1	Werder Bremen	2	Hamburger SV	13				1.0	4.0	AWAY_WIN	Heinz Siebert							
1095	1967-08-19	5	8	1967	1	FC Schalke 04	15	Bor. M'gladbach	3				3.0	4.0	AWAY_WIN	Helmut Fritz							
1096	1967-08-19	5	8	1967	1	Hannover 96	10	1.FC Köln	4				3.0	0.0	HOME_WIN	Rudolf Schreiner							
1097	1967-08-19	5	8	1967	1	Alem. Aachen	11	Bayern München	5				0.0	4.0	AWAY_WIN	Gerhard Schulenburg							
1098	1967-08-19	5	8	1967	1	VfB Stuttgart	8	E. Frankfurt	6				4.0	0.0	HOME_WIN	Hans-Joachim Weyland							
1099	1967-08-19	5	8	1967	1	1860 München	12	E. Braunschweig	9				1.0	0.0	HOME_WIN	Willi Thier							
1100	1967-08-19	5	8	1967	1	1.FC K'lautern	16	B. Neunkirchen	17				2.0	1.0	HOME_WIN	Karl Riegg							
1101	1967-08-26	5	8	1967	2	B. Neunkirchen	12	1.FC Nürnberg	5				2.0	2.0	DRAW	Walter Eschweiler							
1102	1967-08-26	5	8	1967	2	E. Frankfurt	18	Werder Bremen	15				5.0	3.0	HOME_WIN	Helmut Fritz							
1103	1967-08-26	5	8	1967	2	Bor. M'gladbach	6	VfB Stuttgart	2				1.0	1.0	DRAW	Erwin Sturm							
1104	1967-08-26	5	8	1967	2	1.FC Köln	16	1860 München	8				1.0	0.0	HOME_WIN	Ferdinand Biwersi							
1105	1967-08-26	5	8	1967	2	Bayern München	1	Hannover 96	4				1.0	0.0	HOME_WIN	Hans-Joachim Weyland							
1106	1967-08-26	5	8	1967	2	Karlsruher SC	14	MSV Duisburg	10				0.0	2.0	AWAY_WIN	Klaus Ohmsen							
1107	1967-08-26	5	8	1967	2	E. Braunschweig	13	FC Schalke 04	11				1.0	0.0	HOME_WIN	Rudolf Kreitlein							
1108	1967-08-26	5	8	1967	2	Bor. Dortmund	9	Alem. Aachen	17				1.0	0.0	HOME_WIN	Fritz Seiler							
1109	1967-08-26	5	8	1967	2	Hamburger SV	3	1.FC K'lautern	7				1.0	1.0	DRAW	Hans Radermacher							
1110	1967-09-02	5	9	1967	3	1.FC Nürnberg	4	Hamburger SV	3				4.0	0.0	HOME_WIN	Dr. Gerd Siepe							
1111	1967-09-02	5	9	1967	3	Werder Bremen	17	Bor. M'gladbach	6				0.0	4.0	AWAY_WIN	Rudibert Jacobi							
1112	1967-09-02	5	9	1967	3	Bayern München	1	1.FC Köln	13				0.0	3.0	AWAY_WIN	Jan Redelfs							
1113	1967-09-02	5	9	1967	3	1.FC K'lautern	7	E. Frankfurt	12				1.0	1.0	DRAW	Gerd Hennig							
1114	1967-09-02	5	9	1967	3	MSV Duisburg	5	B. Neunkirchen	14				3.0	1.0	HOME_WIN	Franz Heumann							
1115	1967-09-02	5	9	1967	3	VfB Stuttgart	2	E. Braunschweig	10				0.0	0.0	DRAW	Helmut Fritz							
1116	1967-09-02	5	9	1967	3	Hannover 96	9	Bor. Dortmund	8				2.0	2.0	DRAW	Max Spinnler							
1117	1967-09-02	5	9	1967	3	Alem. Aachen	18	Karlsruher SC	16				2.0	1.0	HOME_WIN	Horst Herden							
1118	1967-09-02	5	9	1967	3	FC Schalke 04	15	1860 München	11				0.0	0.0	DRAW	Bruno Schulz							
1119	1967-09-09	5	9	1967	4	E. Frankfurt	13	1.FC Nürnberg	1				1.0	2.0	AWAY_WIN	Edgar Deuschel							
1120	1967-09-09	5	9	1967	4	E. Braunschweig	10	Werder Bremen	18				0.0	3.0	AWAY_WIN	Karl Niemeyer							
1121	1967-09-09	5	9	1967	4	Bor. M'gladbach	2	1.FC K'lautern	7				8.0	2.0	HOME_WIN	Kurt Handwerker							
1122	1967-09-09	5	9	1967	4	1.FC Köln	8	FC Schalke 04	15				7.0	0.0	HOME_WIN	Karl Riegg							
1123	1967-09-09	5	9	1967	4	Bor. Dortmund	6	Bayern München	5				6.0	3.0	HOME_WIN	Klaus Ohmsen							
1124	1967-09-09	5	9	1967	4	Hamburger SV	12	MSV Duisburg	3				1.0	3.0	AWAY_WIN	Günter Linn							
1125	1967-09-09	5	9	1967	4	1860 München	11	VfB Stuttgart	4				3.0	3.0	DRAW	Rolf Seekamp							
1126	1967-09-09	5	9	1967	4	Karlsruher SC	17	Hannover 96	9				3.0	1.0	HOME_WIN	Willi Thier							
1127	1967-09-09	5	9	1967	4	B. Neunkirchen	16	Alem. Aachen	14				0.0	1.0	AWAY_WIN	Franz Wengenmayer							
1128	1967-09-13	2	9	1967	5	1.FC Nürnberg	2	Bor. M'gladbach	1				1.0	0.0	HOME_WIN	Oswald Fritz							
1129	1967-09-13	2	9	1967	5	Werder Bremen	16	1860 München	7				2.0	2.0	DRAW	Alfred Ott							
1130	1967-09-13	2	9	1967	5	Bor. Dortmund	5	1.FC Köln	4				2.0	0.0	HOME_WIN	Rudibert Jacobi							
1131	1967-09-13	2	9	1967	5	Bayern München	8	Karlsruher SC	15				3.0	0.0	HOME_WIN	Ewald Regely							
1132	1967-09-13	2	9	1967	5	MSV Duisburg	3	E. Frankfurt	12				0.0	1.0	AWAY_WIN	Ferdinand Biwersi							
1133	1967-09-13	2	9	1967	5	VfB Stuttgart	6	FC Schalke 04	18				2.0	0.0	HOME_WIN	Max Spinnler							
1134	1967-09-13	2	9	1967	5	1.FC K'lautern	10	E. Braunschweig	14				2.0	2.0	DRAW	Alfons Betz							
1135	1967-09-13	2	9	1967	5	Hannover 96	11	B. Neunkirchen	17				2.0	0.0	HOME_WIN	Josef Hense							
1136	1967-09-13	2	9	1967	5	Alem. Aachen	9	Hamburger SV	13				2.0	0.0	HOME_WIN	Kurt Tschenscher							
1137	1967-09-16	5	9	1967	6	E. Braunschweig	13	1.FC Nürnberg	1				0.0	3.0	AWAY_WIN	Johannes Malka							
1138	1967-09-16	5	9	1967	6	FC Schalke 04	18	Werder Bremen	15				0.0	2.0	AWAY_WIN	Franz Heumann							
1139	1967-09-16	5	9	1967	6	Bor. M'gladbach	3	MSV Duisburg	5				1.0	1.0	DRAW	Heinz Siebert							
1140	1967-09-16	5	9	1967	6	1.FC Köln	6	VfB Stuttgart	4				2.0	2.0	DRAW	Horst Herden							
1141	1967-09-16	5	9	1967	6	B. Neunkirchen	17	Bayern München	7				1.0	1.0	DRAW	Hans Radermacher							
1142	1967-09-16	5	9	1967	6	E. Frankfurt	11	Alem. Aachen	8				1.0	1.0	DRAW	Gerhard Schulenburg							
1143	1967-09-16	5	9	1967	6	Hamburger SV	14	Hannover 96	9				2.0	3.0	AWAY_WIN	Rudolf Kreitlein							
1144	1967-09-16	5	9	1967	6	1860 München	10	1.FC K'lautern	12				0.0	3.0	AWAY_WIN	Wilfried Hilker							
1145	1967-09-16	5	9	1967	6	Karlsruher SC	16	Bor. Dortmund	2				2.0	0.0	HOME_WIN	Elmar Schäfer							
1146	1967-09-22	4	9	1967	7	MSV Duisburg	4	E. Braunschweig	15				2.0	3.0	AWAY_WIN	Anton Binder							
1147	1967-09-23	5	9	1967	7	1.FC Nürnberg	1	1860 München	12				1.0	1.0	DRAW	Erwin Sturm							
1148	1967-09-23	5	9	1967	7	Werder Bremen	13	VfB Stuttgart	3				3.0	1.0	HOME_WIN	Bruno Schulz							
1149	1967-09-23	5	9	1967	7	Alem. Aachen	9	Bor. M'gladbach	2				0.0	0.0	DRAW	Klaus Ohmsen							
1150	1967-09-23	5	9	1967	7	Karlsruher SC	14	1.FC Köln	6				0.0	1.0	AWAY_WIN	Gerhard Schulenburg							
1151	1967-09-23	5	9	1967	7	Bayern München	8	Hamburger SV	16				1.0	0.0	HOME_WIN	Hans-Joachim Weyland							
1152	1967-09-23	5	9	1967	7	Hannover 96	7	E. Frankfurt	11				2.0	1.0	HOME_WIN	Berthold Schmidt							
1153	1967-09-23	5	9	1967	7	Bor. Dortmund	5	B. Neunkirchen	17				6.0	0.0	HOME_WIN	Rudolf Schreiner							
1154	1967-09-23	5	9	1967	7	1.FC K'lautern	10	FC Schalke 04	18				1.0	0.0	HOME_WIN	Franz Wengenmayer							
1155	1967-09-30	5	9	1967	8	FC Schalke 04	18	1.FC Nürnberg	1				0.0	0.0	DRAW	Jan Redelfs							
1156	1967-09-30	5	9	1967	8	1.FC Köln	4	Werder Bremen	11				1.0	4.0	AWAY_WIN	Heinz Siebert							
1157	1967-09-30	5	9	1967	8	Bor. M'gladbach	3	Hannover 96	5				5.0	1.0	HOME_WIN	Kurt Tschenscher							
1158	1967-09-30	5	9	1967	8	E. Frankfurt	12	Bayern München	6				2.0	3.0	AWAY_WIN	Helmut Fritz							
1159	1967-09-30	5	9	1967	8	1860 München	13	MSV Duisburg	8				0.0	1.0	AWAY_WIN	Edgar Deuschel							
1160	1967-09-30	5	9	1967	8	E. Braunschweig	14	Alem. Aachen	10				2.0	0.0	HOME_WIN	Karl Riegg							
1161	1967-09-30	5	9	1967	8	Hamburger SV	16	Bor. Dortmund	2				3.0	2.0	HOME_WIN	Kurt Handwerker							
1162	1967-09-30	5	9	1967	8	B. Neunkirchen	17	Karlsruher SC	15				3.0	2.0	HOME_WIN	Gerd Hennig							
1163	1967-10-06	4	10	1967	8	VfB Stuttgart	9	1.FC K'lautern	7				0.0	1.0	AWAY_WIN	Günther Baumgärtl							
1164	1967-10-14	5	10	1967	9	1.FC Nürnberg	1	VfB Stuttgart	10				5.0	1.0	HOME_WIN	Alfred Ott							
1165	1967-10-14	5	10	1967	9	1.FC K'lautern	4	Werder Bremen	8				2.0	2.0	DRAW	Dr. Gerd Siepe							
1166	1967-10-14	5	10	1967	9	Bayern München	3	Bor. M'gladbach	2				3.0	1.0	HOME_WIN	Günter Linn							
1167	1967-10-14	5	10	1967	9	B. Neunkirchen	17	1.FC Köln	7				2.0	1.0	HOME_WIN	Fritz Seiler							
1168	1967-10-14	5	10	1967	9	Bor. Dortmund	5	E. Frankfurt	13				2.0	1.0	HOME_WIN	Erwin Sturm							
1169	1967-10-14	5	10	1967	9	MSV Duisburg	6	FC Schalke 04	18				1.0	1.0	DRAW	Rudolf Kreitlein							
1170	1967-10-14	5	10	1967	9	Hannover 96	9	E. Braunschweig	11				1.0	1.0	DRAW	Franz Wengenmayer							
1171	1967-10-14	5	10	1967	9	Alem. Aachen	12	1860 München	14				3.0	3.0	DRAW	Ewald Regely							
1172	1967-10-14	5	10	1967	9	Karlsruher SC	16	Hamburger SV	15				2.0	1.0	HOME_WIN	Johannes Malka							
1173	1967-10-21	5	10	1967	10	Werder Bremen	7	1.FC Nürnberg	1				0.0	4.0	AWAY_WIN	Hans Radermacher							
1174	1967-10-21	5	10	1967	10	Bor. M'gladbach	5	Bor. Dortmund	3				2.0	2.0	DRAW	Karl Riegg							
1175	1967-10-21	5	10	1967	10	1.FC Köln	9	1.FC K'lautern	4				5.0	0.0	HOME_WIN	Walter Horstmann							
1176	1967-10-21	5	10	1967	10	E. Braunschweig	11	Bayern München	2				1.0	0.0	HOME_WIN	Willi Thier							
1177	1967-10-21	5	10	1967	10	E. Frankfurt	14	Karlsruher SC	15				2.0	0.0	HOME_WIN	Alfred Ott							
1178	1967-10-21	5	10	1967	10	VfB Stuttgart	12	MSV Duisburg	6				3.0	0.0	HOME_WIN	Oswald Fritz							
1179	1967-10-21	5	10	1967	10	1860 München	13	Hannover 96	8				3.0	1.0	HOME_WIN	Walter Eschweiler							
1180	1967-10-21	5	10	1967	10	FC Schalke 04	18	Alem. Aachen	10				2.0	1.0	HOME_WIN	Kurt Tschenscher							
1181	1967-10-21	5	10	1967	10	Hamburger SV	17	B. Neunkirchen	16				0.0	0.0	DRAW	Rudolf Schreiner							
1182	1967-10-28	5	10	1967	11	1.FC Nürnberg	1	1.FC K'lautern	5				4.0	1.0	HOME_WIN	Willi Thier							
1183	1967-10-28	5	10	1967	11	MSV Duisburg	7	Werder Bremen	11				1.0	1.0	DRAW	Alfons Betz							
1184	1967-10-28	5	10	1967	11	Karlsruher SC	17	Bor. M'gladbach	4				3.0	2.0	HOME_WIN	Max Spinnler							
1185	1967-10-28	5	10	1967	11	Hamburger SV	16	1.FC Köln	6				3.0	1.0	HOME_WIN	Kurt Handwerker							
1186	1967-10-28	5	10	1967	11	Bayern München	3	1860 München	12				2.0	2.0	DRAW	Ferdinand Biwersi							
1187	1967-10-28	5	10	1967	11	B. Neunkirchen	15	E. Frankfurt	14				2.0	2.0	DRAW	Horst Herden							
1188	1967-10-28	5	10	1967	11	Alem. Aachen	13	VfB Stuttgart	9				3.0	2.0	HOME_WIN	Jan Redelfs							
1189	1967-10-28	5	10	1967	11	Bor. Dortmund	2	E. Braunschweig	8				0.0	1.0	AWAY_WIN	Heinz Siebert							
1190	1967-10-28	5	10	1967	11	Hannover 96	10	FC Schalke 04	18				2.0	1.0	HOME_WIN	Helmut Fritz							
1191	1967-11-04	5	11	1967	12	1.FC Köln	9	1.FC Nürnberg	1				3.0	3.0	DRAW	Klaus Ohmsen							
1192	1967-11-04	5	11	1967	12	Werder Bremen	10	Alem. Aachen	11				0.0	1.0	AWAY_WIN	Rudolf Kreitlein							
1193	1967-11-04	5	11	1967	12	Bor. M'gladbach	5	B. Neunkirchen	17				10.0	0.0	HOME_WIN	Bruno Schulz							
1194	1967-11-04	5	11	1967	12	FC Schalke 04	18	Bayern München	2				0.0	1.0	AWAY_WIN	Edgar Deuschel							
1195	1967-11-04	5	11	1967	12	E. Frankfurt	14	Hamburger SV	15				1.0	1.0	DRAW	Hans Radermacher							
1196	1967-11-04	5	11	1967	12	1.FC K'lautern	8	MSV Duisburg	6				0.0	1.0	AWAY_WIN	Erich Reil							
1197	1967-11-04	5	11	1967	12	VfB Stuttgart	12	Hannover 96	7				2.0	0.0	HOME_WIN	Johannes Malka							
1198	1967-11-04	5	11	1967	12	E. Braunschweig	4	Karlsruher SC	16				1.0	0.0	HOME_WIN	Karl Niemeyer							
1199	1967-11-04	5	11	1967	12	1860 München	13	Bor. Dortmund	3				3.0	0.0	HOME_WIN	Gerhard Schulenburg							
1200	1967-11-11	5	11	1967	13	MSV Duisburg	5	1.FC Nürnberg	1				2.0	0.0	HOME_WIN	Helmut Fritz							
1201	1967-11-11	5	11	1967	13	Hannover 96	11	Werder Bremen	13				4.0	2.0	HOME_WIN	Kurt Tschenscher							
1202	1967-11-11	5	11	1967	13	Hamburger SV	15	Bor. M'gladbach	4				2.0	3.0	AWAY_WIN	Alfons Betz							
1203	1967-11-11	5	11	1967	13	E. Frankfurt	14	1.FC Köln	8				1.0	2.0	AWAY_WIN	Jan Redelfs							
1204	1967-11-11	5	11	1967	13	Bayern München	2	VfB Stuttgart	9				3.0	1.0	HOME_WIN	Gerd Hennig							
1205	1967-11-11	5	11	1967	13	B. Neunkirchen	17	E. Braunschweig	3				1.0	2.0	AWAY_WIN	Hans-Joachim Weyland							
1206	1967-11-11	5	11	1967	13	Alem. Aachen	7	1.FC K'lautern	12				1.0	1.0	DRAW	Rudolf Schreiner							
1207	1967-11-11	5	11	1967	13	Karlsruher SC	16	1860 München	10				0.0	3.0	AWAY_WIN	Horst Herden							
1208	1967-11-11	5	11	1967	13	Bor. Dortmund	6	FC Schalke 04	18				2.0	1.0	HOME_WIN	Ferdinand Biwersi							
1209	1967-11-18	5	11	1967	14	1.FC Nürnberg	1	Alem. Aachen	10				4.0	1.0	HOME_WIN	Edgar Deuschel							
